flight,peak_horizontal_velocity_m_s,max_absolute_pitch_rate_rad_s,p99_absolute_pitch_rate_rad_s,pitch_range_deg,max_absolute_pitch_deg
ai flight 1,0.8377427603271147,0.3560235843458643,0.27043066549515654,6.834672316532711,4.305979834005791
ai flight 2,0.6930356930718701,0.6008863954840122,0.3575273394171864,7.878508849414292,4.492000419058257
ai flight 3,1.018356512918322,0.8483269981774667,0.5482288354237642,12.47734712517826,7.833846727301473
ai flight 4,0.7743605569757489,0.6777661772740085,0.30082558340738447,8.442911510775891,5.740544806227696
