duration_label,dataset,bag_name,evaluation_window,window_start_s,window_end_s,window_duration_s,metric,value,unit,sample_count,topic,fields
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,Peak horizontal velocity,3.688661390159507,m/s,2398,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,RMS horizontal velocity,1.9577626536186992,m/s,2398,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,Peak absolute X velocity,0.38526855993889164,m/s,2398,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.x
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,Peak absolute Y velocity,3.688661312284327,m/s,2398,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.y
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,Maximum absolute pitch rate,2.5236831282577006,rad/s,1998,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,P99 absolute pitch rate,1.7545861760903054,rad/s,1998,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,Minimum roll angle,-1.6746494912830634,degrees,2400,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,Maximum roll angle,4.494464129563385,degrees,2400,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,Peak absolute roll angle,4.494464129563385,degrees,2400,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,Minimum relative pitch angle,-27.882554172866268,degrees,2400,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,Maximum relative pitch angle,23.77756245178783,degrees,2400,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,Maximum absolute pitch angle,27.47780889328507,degrees,2400,/vrpn_client_node/AIIMU1/pose,abs(pitch from pose.orientation quaternion)
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,Maximum absolute yaw excursion,2.7182924021471693,degrees,2400,/vrpn_client_node/AIIMU1/pose,abs(unwrapped yaw - initial unwrapped yaw)
20s,RAW,flight_2026-07-01-13-45-38.bag,raw_flight_1,36.19,56.19,20.0,Yaw range,3.4661618773728007,degrees,2400,/vrpn_client_node/AIIMU1/pose,maximum relative unwrapped yaw - minimum relative unwrapped yaw
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,Peak horizontal velocity,4.163013145025909,m/s,2400,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,RMS horizontal velocity,1.9420276324174495,m/s,2400,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,Peak absolute X velocity,0.5576349115747203,m/s,2400,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.x
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,Peak absolute Y velocity,4.162479637771854,m/s,2400,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.y
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,Maximum absolute pitch rate,2.557967016350297,rad/s,1998,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,P99 absolute pitch rate,1.973095789935925,rad/s,1998,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,Minimum roll angle,-4.3478622604406345,degrees,2400,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,Maximum roll angle,4.318711060515819,degrees,2400,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,Peak absolute roll angle,4.3478622604406345,degrees,2400,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,Minimum relative pitch angle,-27.104329345675733,degrees,2400,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,Maximum relative pitch angle,27.743170660302642,degrees,2400,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,Maximum absolute pitch angle,27.711411844121827,degrees,2400,/vrpn_client_node/AIIMU1/pose,abs(pitch from pose.orientation quaternion)
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,Maximum absolute yaw excursion,2.5239636169065607,degrees,2400,/vrpn_client_node/AIIMU1/pose,abs(unwrapped yaw - initial unwrapped yaw)
20s,RAW,flight_2026-07-01-13-47-24.bag,raw_flight_2,37.1,57.1,20.0,Yaw range,4.743303565638843,degrees,2400,/vrpn_client_node/AIIMU1/pose,maximum relative unwrapped yaw - minimum relative unwrapped yaw
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,Peak horizontal velocity,3.2559588776036823,m/s,2400,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,RMS horizontal velocity,1.784999278721965,m/s,2400,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,Peak absolute X velocity,0.31942388581727155,m/s,2400,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.x
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,Peak absolute Y velocity,3.255030392471454,m/s,2400,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.y
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,Maximum absolute pitch rate,1.7861586900962174,rad/s,1998,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,P99 absolute pitch rate,1.2264838183081392,rad/s,1998,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,Minimum roll angle,-1.9539409294612606,degrees,2400,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,Maximum roll angle,3.567583660304686,degrees,2400,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,Peak absolute roll angle,3.567583660304686,degrees,2400,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,Minimum relative pitch angle,-19.41757064537667,degrees,2400,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,Maximum relative pitch angle,18.322644752606955,degrees,2400,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,Maximum absolute pitch angle,19.59286988570048,degrees,2400,/vrpn_client_node/AIIMU1/pose,abs(pitch from pose.orientation quaternion)
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,Maximum absolute yaw excursion,3.9331196266989137,degrees,2400,/vrpn_client_node/AIIMU1/pose,abs(unwrapped yaw - initial unwrapped yaw)
20s,RAW,flight_2026-07-01-13-49-14.bag,raw_flight_3,37.42,57.42,20.0,Yaw range,4.082706601933371,degrees,2400,/vrpn_client_node/AIIMU1/pose,maximum relative unwrapped yaw - minimum relative unwrapped yaw
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,Peak horizontal velocity,3.1322070932302197,m/s,2393,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,RMS horizontal velocity,1.77554305422339,m/s,2393,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,Peak absolute X velocity,0.34058678809430365,m/s,2393,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.x
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,Peak absolute Y velocity,3.132018444214544,m/s,2393,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.y
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,Maximum absolute pitch rate,2.5806186077870006,rad/s,1997,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,P99 absolute pitch rate,1.6243307048984121,rad/s,1997,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,Minimum roll angle,-0.9092365931302666,degrees,2395,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,Maximum roll angle,3.678955111028765,degrees,2395,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,Peak absolute roll angle,3.678955111028765,degrees,2395,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,Minimum relative pitch angle,-24.21478390301528,degrees,2395,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,Maximum relative pitch angle,18.921902028695094,degrees,2395,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,Maximum absolute pitch angle,23.546227161149094,degrees,2395,/vrpn_client_node/AIIMU1/pose,abs(pitch from pose.orientation quaternion)
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,Maximum absolute yaw excursion,4.382317783894019,degrees,2395,/vrpn_client_node/AIIMU1/pose,abs(unwrapped yaw - initial unwrapped yaw)
20s,RAW,flight_2026-07-01-13-51-01.bag,raw_flight_4,31.98,51.980000000000004,20.000000000000004,Yaw range,4.711462439329908,degrees,2395,/vrpn_client_node/AIIMU1/pose,maximum relative unwrapped yaw - minimum relative unwrapped yaw
