flight,peak_horizontal_velocity_m_s,max_absolute_pitch_rate_rad_s,p99_absolute_pitch_rate_rad_s,pitch_range_deg,max_absolute_pitch_deg,max_absolute_yaw_deg,yaw_range_deg,p99_absolute_yaw_rate_deg_s
raw flight 1,1.7773501536146439,2.0964157847281006,1.4439561817754871,28.346664421907384,20.99870389603256,47.86098714615969,90.17613331879923,68.89851345628419
raw flight 2,1.5331236223273863,0.9000635877976579,0.595517038665875,12.956684334267589,6.599807058057879,81.75562888833663,95.30907661070745,68.82216833551045
raw flight 3,1.0051406683638553,1.006640416004289,0.49848587875072287,14.66101750557391,7.513315025127796,51.94057101516061,98.1419689648393,71.54766321453621
raw flight 4,1.1758235454182069,0.7705716913313594,0.46182370742458095,15.32769184003082,8.72160397797596,71.14821036194347,106.06127376688384,73.35954788733268
