evaluation_window,window_start_s,window_end_s,window_duration_s,metric,value,unit,sample_count,topic,fields
ai_flight_4,36.31,56.31,20,Yaw range,156.140144,degrees,2400,/vrpn_client_node/AIIMU1/pose,maximum relative unwrapped yaw - minimum relative unwrapped yaw
ai_flight_5,31.78,51.78,20,Peak horizontal velocity,2.07589997,m/s,2393,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
ai_flight_5,31.78,51.78,20,RMS horizontal velocity,0.967993382,m/s,2393,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
ai_flight_5,31.78,51.78,20,Peak absolute X velocity,1.30318542,m/s,2393,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.x
ai_flight_5,31.78,51.78,20,Peak absolute Y velocity,2.06854412,m/s,2393,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.y
ai_flight_5,31.78,51.78,20,Maximum absolute pitch rate,1.28898103,rad/s,1995,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
ai_flight_5,31.78,51.78,20,P99 absolute pitch rate,0.962420107,rad/s,1995,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
ai_flight_5,31.78,51.78,20,P99 absolute yaw rate,85.0652179,degrees/s,1681,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> unwrapped yaw; retained header.stamp finite-difference derivative
ai_flight_5,31.78,51.78,20,Minimum roll angle,-8.59239731,degrees,2396,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
ai_flight_5,31.78,51.78,20,Maximum roll angle,4.10494977,degrees,2396,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
ai_flight_5,31.78,51.78,20,Peak absolute roll angle,8.59239731,degrees,2396,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
ai_flight_5,31.78,51.78,20,Minimum relative pitch angle,-12.3818835,degrees,2396,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
ai_flight_5,31.78,51.78,20,Maximum relative pitch angle,15.6368164,degrees,2396,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
ai_flight_5,31.78,51.78,20,Maximum absolute pitch angle,15.9270546,degrees,2396,/vrpn_client_node/AIIMU1/pose,abs(pitch from pose.orientation quaternion)
ai_flight_5,31.78,51.78,20,Maximum absolute yaw excursion,84.0050758,degrees,2396,/vrpn_client_node/AIIMU1/pose,abs(unwrapped yaw - initial unwrapped yaw)
ai_flight_5,31.78,51.78,20,Yaw range,85.0176125,degrees,2396,/vrpn_client_node/AIIMU1/pose,maximum relative unwrapped yaw - minimum relative unwrapped yaw
