flight,peak_horizontal_velocity_m_s,max_absolute_pitch_rate_rad_s,p99_absolute_pitch_rate_rad_s,pitch_range_deg,max_absolute_pitch_deg
raw flight 1,1.7955308867838797,1.0498736482615931,0.6171549465105187,16.727270840064538,9.29428246235853
raw flight 2,1.449277174658865,1.1270880883393992,0.6698724379967266,20.49703848382366,10.50855427170823
raw flight 3,1.3047945248235249,0.7803517720188426,0.5016601363749331,12.667822551740679,8.741991404873325
