duration_s,flight,peak_horizontal_velocity_m_s,max_absolute_pitch_rate_rad_s,p99_absolute_pitch_rate_rad_s,pitch_range_deg,max_absolute_pitch_deg
20,ai flight 1,1.854172359785775,1.7855925426535886,1.1750961193443974,26.09674866673312,13.209141719302828
20,ai flight 2,1.7675835373388085,1.1979766900549813,0.8592016086684002,22.80327579294455,12.363196773980489
20,ai flight 3,1.4290163661020134,0.5825721296915716,0.3735050499051687,12.55102645177764,7.436244707461678
