evaluation_window,window_start_s,window_end_s,window_duration_s,metric,value,unit,sample_count,topic,fields
ai_flight_1,41.14,61.14,20,Peak horizontal velocity,6.14323323,m/s,2394,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
ai_flight_1,41.14,61.14,20,RMS horizontal velocity,3.29549357,m/s,2394,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
ai_flight_1,41.14,61.14,20,Peak absolute X velocity,1.38360265,m/s,2394,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.x
ai_flight_1,41.14,61.14,20,Peak absolute Y velocity,6.02726591,m/s,2394,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.y
ai_flight_1,41.14,61.14,20,Maximum absolute pitch rate,4.94557441,rad/s,1988,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
ai_flight_1,41.14,61.14,20,P99 absolute pitch rate,3.74877801,rad/s,1988,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
ai_flight_1,41.14,61.14,20,Minimum roll angle,-9.65640445,degrees,2395,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
ai_flight_1,41.14,61.14,20,Maximum roll angle,7.47216315,degrees,2395,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
ai_flight_1,41.14,61.14,20,Peak absolute roll angle,9.65640445,degrees,2395,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
ai_flight_1,41.14,61.14,20,Minimum relative pitch angle,-51.5858093,degrees,2395,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
ai_flight_1,41.14,61.14,20,Maximum relative pitch angle,23.1251033,degrees,2395,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
ai_flight_1,41.14,61.14,20,Maximum absolute pitch angle,38.3363186,degrees,2395,/vrpn_client_node/AIIMU1/pose,abs(pitch from pose.orientation quaternion)
ai_flight_1,41.14,61.14,20,Maximum absolute yaw excursion,9.01710833,degrees,2395,/vrpn_client_node/AIIMU1/pose,abs(unwrapped yaw - initial unwrapped yaw)
ai_flight_1,41.14,61.14,20,Yaw range,11.7348054,degrees,2395,/vrpn_client_node/AIIMU1/pose,maximum relative unwrapped yaw - minimum relative unwrapped yaw
ai_flight_2,40.24,60.24,20,Peak horizontal velocity,5.74237715,m/s,2399,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
ai_flight_2,40.24,60.24,20,RMS horizontal velocity,2.75561641,m/s,2399,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
ai_flight_2,40.24,60.24,20,Peak absolute X velocity,0.832167698,m/s,2399,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.x
ai_flight_2,40.24,60.24,20,Peak absolute Y velocity,5.71894735,m/s,2399,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.y
ai_flight_2,40.24,60.24,20,Maximum absolute pitch rate,5.30681572,rad/s,1996,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
ai_flight_2,40.24,60.24,20,P99 absolute pitch rate,4.20090565,rad/s,1996,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
ai_flight_2,40.24,60.24,20,Minimum roll angle,-5.93327841,degrees,2399,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
ai_flight_2,40.24,60.24,20,Maximum roll angle,10.1866342,degrees,2399,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
ai_flight_2,40.24,60.24,20,Peak absolute roll angle,10.1866342,degrees,2399,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> roll
ai_flight_2,40.24,60.24,20,Minimum relative pitch angle,-36.8028785,degrees,2399,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
ai_flight_2,40.24,60.24,20,Maximum relative pitch angle,35.1892137,degrees,2399,/vrpn_client_node/AIIMU1/pose,"pose.orientation quaternion -> pitch, relative to initial pitch"
ai_flight_2,40.24,60.24,20,Maximum absolute pitch angle,36.4448902,degrees,2399,/vrpn_client_node/AIIMU1/pose,abs(pitch from pose.orientation quaternion)
ai_flight_2,40.24,60.24,20,Maximum absolute yaw excursion,4.41240683,degrees,2399,/vrpn_client_node/AIIMU1/pose,abs(unwrapped yaw - initial unwrapped yaw)
ai_flight_2,40.24,60.24,20,Yaw range,5.73962877,degrees,2399,/vrpn_client_node/AIIMU1/pose,maximum relative unwrapped yaw - minimum relative unwrapped yaw
ai_flight_3,37.5,57.5,20,Peak horizontal velocity,6.2688665,m/s,2395,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
ai_flight_3,37.5,57.5,20,RMS horizontal velocity,2.89677869,m/s,2395,/vrpn_client_node/AIIMU1/twist,"cleaned twist.linear.x, cleaned twist.linear.y"
ai_flight_3,37.5,57.5,20,Peak absolute X velocity,1.09399831,m/s,2395,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.x
ai_flight_3,37.5,57.5,20,Peak absolute Y velocity,6.2648117,m/s,2395,/vrpn_client_node/AIIMU1/twist,cleaned twist.linear.y
ai_flight_3,37.5,57.5,20,Maximum absolute pitch rate,4.98982422,rad/s,1996,/vrpn_client_node/AIIMU1/pose,pose.orientation quaternion -> pitch; retained header.stamp resampling; 11-point cubic Savitzky-Golay derivative
